N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE,P1,P2,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL,TYPE,STATUT,DATE DE RETRAIT,MOTIF DE RETRAIT
690,012/06 F 068/96/09,06 F 068,ACEBUTOLOL,CROTOLOL,COMP.,400MG,B/30,Liste I,HOP,OFF,CROVIS PHILCOM,ITALIE,1996-10-13 00:00:00,Gé,I,2015-07-09 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
691,140/06 F 068/99,06 F 068,ACEBUTOLOL,ACEBUTOLOL LOGOGEN,COMP.,400MG,B/56,Liste I,HOP,OFF,ITALFARMACO S.A,ESPAGNE,1999-01-26 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
692,295/06 F 068/05,06 F 068,ACEBUTOLOL,ACEBUTOLOL BIOGARAN,COMP. PELLI.,400MG,B/30,Liste I,HOP,OFF,BIOGARAN,FRANCE,2005-11-27 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
693,263/06 F 068/07,06 F 068,ACEBUTOLOL,CARDIOL,COMP. ENRO.SEC.,400MG,B/30,Liste I,HOP,OFF,BIOPHARM,ALGERIE,2007-07-22 00:00:00,Gé,F,2015-07-09 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
694,239/06 F 068/07,06 F 068,ACEBUTOLOL,ACEBUTOLOL MERCK,COMP. PELLI.SEC.,400MG,B/30,Liste I,HOP,OFF,MERCK GENERIQUES,FRANCE,2007-11-18 00:00:00,Gé,I,2015-07-09 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
695,268/06 F 069/05,06 F 069,ATENOLOL,PRECYL,COM.PELLI.SEC.,100MG,B/30,Liste I,HOP,OFF,MERINAL,ALGERIE,2005-06-14 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
696,118/06 F 069/99,06 F 069,ATENOLOL,ATELOL,COMP.,100MG,B/14,Liste I,HOP,OFF,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1999-02-17 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
697,010/06 F 069/99/07,06 F 069,ATENOLOL,ATENOL,COMP.,100MG,B/28,Liste I,HOP,OFF,LIFEPHARMA,ITALIE,1999-11-09 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
698,173/06 F 069/07,06 F 069,ATENOLOL,CANAR,COMP.,100MG,B/28,Liste I,HOP,OFF,TABUK PHARMACEUTICL MANUFACTURING COMPANY,ARABIE SAOUDITE,2007-03-18 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
699,190/06 F 069/98,06 F 069,ATENOLOL,CARDOL,COMP.,100MG,B/20,Liste I,HOP,OFF,SAUDI PHARMACEUTICAL INDUSTRIES & MEDICAL APPLIANCES COORPORATION (SPIMACO),ARABIE SAOUDITE,1998-11-29 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
700,304/06 F 069/05,06 F 069,ATENOLOL,GENOLOL,COMP.,100MG,B/20,Liste I,HOP,OFF,GEOPHARM,ALGERIE,2005-02-01 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
701,166/06 F 069/98,06 F 069,ATENOLOL,LOTEN,COMP.,100MG,B/10,Liste I,HOP,OFF,RAM PHARMA,JORDANIE,1998-08-16 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
702,225/06 F 069/00,06 F 069,ATENOLOL,NORMOTEN,COMP.,100MG,B/14,Liste I,HOP,OFF,JAZEERA,ARABIE SAOUDITE,2000-02-26 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
703,109/06 F 069/00/07,06 F 069,ATENOLOL,NOTENSE,COMP.,100MG,B/20,Liste I,HOP,OFF,EIPICO A.R.E.,EGYPTE,2000-02-27 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
704,146/06 F 069/98,06 F 069,ATENOLOL,TEN-BLOKA,COMP.,100MG,B/28,Liste I,HOP,OFF,PHARMACARE LIMITED,AFRIQUE DU SUD,1998-11-08 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
705,191/06 F 069/98,06 F 069,ATENOLOL,TENOLIN,COMP.,100MG,B/30,Liste I,HOP,OFF,TECHNILAB,CANADA,1998-12-15 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
706,174/06 F 069/98,06 F 069,ATENOLOL,TENOLOL,COMP.,100MG,B/14,Liste I,HOP,OFF,UNITED PHARMACEUTICAL MANUFACTURING (UPM),JORDANIE,1998-10-07 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
707,178/06 F 069/99,06 F 069,ATENOLOL,VASCOTEN,COMP.,100MG,B/20,Liste I,HOP,OFF,MEDOCHEMIE LTD,CHYPRE,1999-01-17 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
708,239/06 F 069/07,06 F 069,ATENOLOL,ATENOLOL MERCK,COMP. PELLI. SEC.,100MG,B/28,Liste I,HOP,OFF,MERCK GENERIQUES,FRANCE,2007-09-18 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
709,258/06 F 069/06,06 F 069,ATENOLOL,NORMINE 100,COMP. SEC.,100MG,B/30,Liste I,HOP,OFF,PETRA PHARM,ALGERIE,2006-07-31 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
710,171/06 F 069/99,06 F 069,ATENOLOL,TENORMINE,COMP.PELLI.SEC,100MG,B/28,Liste I,HOP,OFF,ZENECA PHARMA,FRANCE,1999-01-16 00:00:00,Ré,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
711,295/06 F 069/06,06 F 069,ATENOLOL,ATENOLOL BIOGARAN,COMP. SEC.,100MG,B/30,Liste I,HOP,OFF,BIOGARAN,FRANCE,2007-11-04 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
712,081/06 F 069/98,06 F 069,ATENOLOL,ATENOLOL-RATIOPHARM,COMP.PELLI.,100MG,B/28,Liste I,HOP,OFF,LAFON RATIOPHARM,FRANCE,1998-09-27 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE MSPRH POUR INTERDICTION DU LABORATOIRE
713,240/06 F 069/97,06 F 069,ATENOLOL,BETATOP,COMP.PELLI.SEC.,100MG,B/28,Liste I,HOP,OFF,IPRAD,FRANCE,1997-07-29 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
714,382/06 F 069/08,06 F 069,ATENOLOL,ARTENOL,COMP. SEC.,100MG,B/30,Liste I,HOP,OFF,BIOMEDIC,ALGERIE,2008-05-17 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
715,135/06 F 073/98,06 F 073,PROPRANOLOL,BETAPRAL,COMP.,40MG,B/50,Liste I,HOP,OFF,MEDICUBA,CUBA,1998-11-10 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
716,146/06 F 073/98,06 F 073,PROPRANOLOL,PUR-BLOKA-40,COMP.,40MG,B/30,Liste I,HOP,OFF,PHARMACARE LIMITED,AFRIQUE DU SUD,1998-10-13 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
717,090/06 F 073/00,06 F 073,PROPRANOLOL,WERAPRANOL,COMP.,40MG,B/50,Liste I,HOP,OFF,WEIMER PHARMA Gmbh,ALLEMAGNE,2000-03-14 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
718,188/06 F 073/99,06 F 073,PROPRANOLOL,PROPRANOLOL,COMP.,40MG,B/30,Liste I,HOP,OFF,LEK,SLOVENIE,1999-03-16 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA COOPERATION
719,081/06 F 073/98,06 F 073,PROPRANOLOL,PROPRANOLOL-RATIOPHARM,COMP.,40MG,B/50,Liste I,HOP,OFF,LAFON RATIOPHARM,FRANCE,1998-09-16 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE MSPRH POUR INTERDICTION DU LABORATOIRE
720,171/06 F 074/99/14,06 F 074,PROPRANOLOL,AVLOCARDYL LP,GLES. LP,160MG,B/28,Liste I,HOP,OFF,ASTRA ZENECA,FRANCE,1999-01-16 00:00:00,Ré,I,2013-05-22 00:00:00,RETRAIT PAR LE DETENTEUR DANS LE PAYS D'ORIGINE
721,081/06 F 074/98,06 F 074,PROPRANOLOL,PROPRANOLOL-RATIOPHARM LP,GLES.,160MG,B/28,Liste I,HOP,OFF,LAFON RATIOPHARM,FRANCE,1998-09-23 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE MSPRH POUR INTERDICTION DU LABORATOIRE
722,017/06 F 076/97,06 F 076,SOTALOL,SOTALEX,COMP.,80MG,B/30,Liste I,HOP,OFF,BRISTOL MYERS SQUIBB,FRANCE,1997-12-17 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
723,173/06 F 149/07,06 F 149,ATENOLOL,CANAR,COMP.,50MG,B/28,Liste I,HOP,OFF,TABUK PHARMACEUTICL MANUFACTURING COMPANY,ARABIE SAOUDITE,2007-03-18 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
724,225/06 F 149/06,06 F 149,ATENOLOL,NORMOTEN,COMP.,50MG,B/28,Liste I,HOP,OFF,JAZEERA PHARMACEUTICAL INDUSTRIES,ARABIE SAOUDITE,2006-07-18 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
725,304/06 F 149/09,06 F 149,ATENOLOL,GENOLOL,COMP. PELLI.,50MG,B/30,Liste I,HOP,OFF,GEOPHARM,ALGERIE,2009-02-28 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
726,036/06 F 149/06,06 F 149,ATENOLOL,TENORMINE,COMP. PELLI.SEC.,50MG,B/28,Liste I,HOP,OFF,ASTRA ZENECA,FRANCE,2006-12-24 00:00:00,Ré,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
727,191/06 F 149/99,06 F 149,ATENOLOL,TENOLIN,COMP.,50MG,B/30,Liste I,HOP,OFF,TECHNILAB,CANADA,1999-06-09 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
728,295/06 F 149/05,06 F 149,ATENOLOL,ATENOLOL BIOGARAN,COMP.SEC.,50MG,B/30,Liste I,HOP,OFF,BIOGARAN,FRANCE,2005-05-08 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
729,043/06 F 162/08,06 F 162,BISOPROLOL (SOUS FORME DE FUMARATE)**,CARDIOSAFE,COMP. ENRO. SEC.,10MG,B/30,Liste I,HOP,OFF,JORDANIAN PHARMACEUTICAL MANIFACTURING Co (JPM),JORDANIE,2008-12-22 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
730,097/06 F 162/09,06 F 162,BISOPROLOL FUMARATE,DIPROLOL,COMP. PELLI. SEC.,10MG,B/30,Liste I,HOP,OFF,SANAMED,ALGERIE,2009-02-10 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
731,128/06 F 208/06,06 F 208,CARVEDILOL,DILATREND,COMP.SEC.,"6,25MG",B/30,Liste I,HOP,OFF,ROCHE PHARMA (SCHWEIZ) Ltd,SUISSE,2006-07-23 00:00:00,Ré,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
732,321/06 F 208/08,06 F 208,CARVEDILOL,CARDIOVEL,COMP. SEC.,"6,25MG",B/30,Liste I,HOP,OFF,BIOVITAL,ALGERIE,2008-06-04 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
733,128/06 F 209/06,06 F 209,CARVEDILOL,DILATREND,COMP. SEC.,25MG,B/30,Liste I,HOP,OFF,ROCHE PHARMA (SCHWEIZ) Ltd,SUISSE,2006-07-23 00:00:00,Ré,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
734,321/06 F 209/08,06 F 209,CARVEDILOL,CARDIOVEL,COMP. SEC.,25MG,B/30,Liste I,HOP,OFF,BIOVITAL,ALGERIE,2008-06-04 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
735,001/06 F 250/09,06 F 250,CARVEDILOL,BETACARD,COMP.,"12,5MG",B/30,Liste I,HOP,OFF,HIKMA PHARMACEUTICALS,JORDANIE,2009-07-19 00:00:00,Gé,I,2013-10-27 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
736,321/06 F 250/08,06 F 250,CARVEDILOL,CARDIOVEL,COMP. SEC.,"12,5MG",B/30,Liste I,HOP,OFF,BIOVITAL,ALGERIE,2008-06-04 00:00:00,Gé,F,2015-07-09 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
737,321/06 F 252/08,06 F 252,CARVEDILOL,CARDIOVEL,COMP. SEC.,"3,125MG",B/30,Liste I,HOP,OFF,BIOVITAL,ALGERIE,2008-06-04 00:00:00,Gé,F,2015-07-09 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
738,043/06 F 267/08,06 F 267,BISOPROLOL HEMIFUMARATE,CARDIOSAFE,COMP. ENRO. SEC.,5MG,B/30,Liste I,HOP,OFF,JORDANIAN PHARMACEUTICAL MANIFACTURING Co (JPM),JORDANIE,2008-12-22 00:00:00,Gé,I,2015-07-09 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
739,146/06 G 079/98,06 G 079,DIGOXINE,PURGOXIN,COMP.,"0,25MG",B/30,Liste I,HOP,OFF,PHARMACARE LIMITED,AFRIQUE DU SUD,1998-10-12 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
740,090/06 G 079/99,06 G 079,DIGOXINE,WERADOXIN 0.25,COMP.,"0,25MG",B/30,Liste I,HOP,OFF,WEIMER PHARMA GmbH,ALLEMAGNE,1999-03-16 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
741,151/06 G 080/00,06 G 080,DIGOXINE,DIGOXINE NATIVELLE,SOL. BUV.,"0,05MG/ML",FL/60ML,Liste I,HOP,OFF,PROCTER & GAMBLE,FRANCE,2000-02-27 00:00:00,Ré,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
742,084/06 G 082/98,06 G 082,ISOPRENALINE (CHLORHYDRATE),ISOPRENALINE CHLORHYDRATE,SOL.INJ.,"0,2MG/ML",B/5AMP.,Liste I,HOP,OFF,BIOLOGICI ITALIA,ITALIE,1998-12-13 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA FABRICATION
743,016/06 H 083/96,06 H 083,ACETAZOLAMIDE,DIAMOX,SOL.INJ.,500MG,B/25,Liste II,HOP,OFF,RHONE POULENC RORER,FRANCE,1996-11-10 00:00:00,Ré,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
744,016/06 H 084/96,06 H 084,ACETAZOLAMIDE,DIAMOX,COMP.,250MG,B/24,Liste II,HOP,OFF,RHONE POULENC RORER,FRANCE,1996-11-10 00:00:00,Ré,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
745,382/06 H 084/07,06 H 084,ACETAZOLAMIDE,ACEDIOX,COMP.,250MG,B/20,Liste II,HOP,OFF,BIOMEDIC,ALGERIE,2007-07-09 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
746,182/06 H 084/01,06 H 084,ACETAZOLAMIDE,ACEMAX,COMP.,250MG,B/20,Liste II,HOP,OFF,CIPLA LIMITED,INDE,2001-01-10 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
747,188/06 H 087/99,06 H 087,FUROSEMIDE,EDEMID,SOL.INJ.,20MG/2ML,B/5,Liste II,HOP,OFF,LEK,SLOVENIE,1999-03-16 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA COOPERATION
748,094/06 H 089/99,06 H 089,FUROSEMIDE,FUROSEMIX,COMP.,20MG,B/30,Liste II,HOP,OFF,BIOGALENIQUE,FRANCE,1999-01-12 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
749,295/06 H 089/05,06 H 089,FUROSEMIDE,FUROSEMIDE BIOGARAN,COMP.SEC.,20MG,B/30,Liste II,HOP,OFF,BIOGARAN,FRANCE,2005-03-28 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
750,230/06 H 089/99,06 H 089,FUROSEMIDE,LASILIX,COMPRIME,20MG,B/30,Liste II,HOP,OFF,AVENTIS,France,1999-12-19 00:00:00,Ré,I,2017-03-20 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
751,033/06 H 090/99,06 H 090,FUROSEMIDE,LASILIX,COMP,40MG,B/20,Liste II,HOP,OFF,ROUSSEL,FRANCE,1999-12-19 00:00:00,Ré,I,2006-11-06 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
752,118/06 H 090/98,06 H 090,FUROSEMIDE,DIUSEMIDE,COMP.,40MG,B/30,Liste II,HOP,OFF,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1998-11-10 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
753,188/06 H 090/99,06 H 090,FUROSEMIDE,EDEMID,COMP.,40MG,B/15,Liste II,HOP,OFF,LEK,SLOVENIE,1999-03-16 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
754,399/06 H 090/07,06 H 090,FUROSEMIDE,FUROSEMIDUM,COMP.,40MG,B/30,Liste II,HOP,OFF,POLFARMEX S.A.,POLOGNE,2008-01-19 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
755,094/06 H 090/99,06 H 090,FUROSEMIDE,FUROSEMIX,COMP.,40MG,B/20 et B/30,Liste II,HOP,OFF,BIOGALENIQUE,FRANCE,1999-01-12 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
756,324/06 H 090/08,06 H 090,FUROSEMIDE,DQA-FUROSEMIDE,COMP.,40MG,B/30,Liste II,HOP,OFF,DUTCH QUALITY ASSURANCE PHARMA (DQA),PAYS BAS,2008-01-19 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
757,135/06 H 090/98,06 H 090,FUROSEMIDE,FUROSIX,COMP.,40MG,B/20,Liste II,HOP,OFF,MEDICUBA,CUBA,1998-11-10 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
758,295/06 H 090/05,06 H 090,FUROSEMIDE,FUROSEMIDE BIOGARAN,COMP.SEC.,40MG,B/20,Liste II,HOP,OFF,BIOGARAN,FRANCE,2005-03-28 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
759,081/06 H 090/98,06 H 090,FUROSEMIDE,FUROSEMIDE-RATIOPHARM,COMP.,40MG,B/20,Liste II,HOP,OFF,LAFON RATIOPHARM,FRANCE,1998-01-11 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE MSPRH POUR INTERDICTION DU LABORATOIRE
760,178/06 H 094/99,06 H 094,AMILORIDE (SOUS FORME DE CHLORHYDRATE)**/HYDROCHLOROTHIAZIDE,ADD- ACTEN,COMP.,5MG**/50MG,B/30,Liste I,HOP,OFF,MEDOCHEMIE LTD,CHYPRE,1999-05-24 00:00:00,Gé,I,2007-06-12 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
761,100/06 H 094/00,06 H 094,AMILORIDE (SOUS FORME DE CHLORHYDRATE)**/HYDROCHLOROTHIAZIDE,GRODUREX,COMP,5MG**/50MG,B/20,Liste I,HOP,OFF,GROSSMANN,SUISSE,2000-12-11 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
762,146/06 H 094/98,06 H 094,AMILORIDE (SOUS FORME DE CHLORHYDRATE)**/HYDROCHLOROTHIAZIDE,AMILORETIC,COMP.,5MG**/50MG,B/30,Liste I,HOP,OFF,PHARMACARE LIMITED,AFRIQUE DU SUD,1998-10-07 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
763,145/06 H 094/98,06 H 094,AMILORIDE (SOUS FORME DE CHLORHYDRATE)**/HYDROCHLOROTHIAZIDE,DIUZINE,COMP.,5MG**/50MG,B/30,Liste I,HOP,OFF,INSTITUTO DE FARMACOLOGIA ESPAGNOLA,Espagne,1998-11-08 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
764,137/06 H 094/99,06 H 094,AMILORIDE (SOUS FORME DE CHLORHYDRATE)**/HYDROCHLOROTHIAZIDE,HYDIKAL,COMP.,5MG**/50MG,B/20,Liste I,HOP,OFF,PHARCO EGYPTE,EGYPTE,1999-02-10 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
765,149/06 H 094/98,06 H 094,AMILORIDE (SOUS FORME DE CHLORHYDRATE)**/HYDROCHLOROTHIAZIDE,RHEFLUIN FORTE,COMP.,5MG**/50MG,B/20,Liste I,HOP,OFF,NOVAPHARM TRADING,FRANCE,1998-12-09 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
766,235/06 H 095/04,06 H 095,SPIRONOLACTONE MICRONISEE,SPIRONOLONE 75,COMP. PELL.,75MG,B/30,LISTE II,HOP,OFF,DEXO S.A,FRANCE,2004-03-03 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
767,398/06 H 095/98/09,06 H 095,SPIRONOLACTONE MICRONISEE,SPIROCTAN,GLES.,75MG,B/30,Liste II,HOP,OFF,FERLUX MEDIOLANUM,FRANCE,1998-12-09 00:00:00,Ré,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
768,398/06 H 096/98/07,06 H 096,SPIRONOLACTONE/ALTIZIDE,SPIROCTAZINE,COMP.ENRO.,25MG/15MG,B/20,Liste II,HOP,OFF,FERLUX MEDIOLANUM,FRANCE,1998-10-28 00:00:00,Ré,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
769,099/06 H 096/99,06 H 096,SPIRONOLACTONE/ALTIZIDE,PRACTAZIN,COMP. ENRO.,25MG/15MG,B/20,Liste II,HOP,OFF,PIERRE FABRE,FRANCE,1999-05-12 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
770,083/06 H 140/00,06 H 140,BUMETANIDE,BURINEX,COMP.,1MG,B/30,Liste II,HOP,OFF,LEO,FRANCE,2000-11-11 00:00:00,Ré,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
771,324/06 H 217/06,06 H 217,SPIRONOLACTONE,DQA SPIRONO 100,COMP. PELLI.,100MG,B/30,Liste II,HOP,OFF,DUTCH QUALITY ASSURANCE PHARMA (DQA PHARMA),PAYS BAS,2006-06-27 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
772,324/06 H 218/06,06 H 218,SPIRONOLACTONE,DQA SPIRONO 50,COMP. PELLI.,50MG,B/30,Liste II,HOP,OFF,DUTCH QUALITY ASSURANCE PHARMA (DQA PHARMA),PAYS BAS,2006-06-27 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
773,117/06 H 272/09,06 H 272,INDAPAMIDE,DIURIMAT,COMP.,"2,5MG",B/30,Liste II,HOP,OFF,PROMOPHARM,MAROC,2009-02-28 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
774,178/06 J 100/99,06 J 100,NAFTIDROFURYL,CLARANTIN,GLES.,100MG,B/20,Liste II,HOP,OFF,MEDOCHEMIE LTD,CHYPRE,1999-01-17 00:00:00,Gé,I,2007-06-12 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
775,035/06 J 100/97,06 J 100,NAFTIDROFURYL,NACTYL,GLES .LP,100MG,B/20,Liste II,HOP,OFF,PHARMALLIANCE,ALGERIE,1997-12-24 00:00:00,Gé,I,2008-10-19 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
776,035/06 J 101/97,06 J 101,NAFTIDROFURYL,NACTYL,GLES .LP,200MG,B/20,Liste II,HOP,OFF,PHARMALLIANCE,ALGERIE,1997-12-24 00:00:00,Gé,I,2008-10-19 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
777,136/06 J 101/99,06 J 101,NAFTIDROFURYL,NAFTILUX,GLES.,200MG,B/20,Liste II,HOP,OFF,THERABEL LUCIEN PHARMA,FRANCE,1999-01-16 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
